path,true_label,pred_label,forced_to_others,abstained,raw_top_conf,raw_margin,entropy
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_001.wav,construction,construction,False,False,0.9337828755378723,0.9139515534043312,0.16559682999205977
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_002.wav,construction,dragging,False,False,0.40411972999572754,0.12395083904266357,0.620667302304998
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_003.wav,construction,construction,False,False,0.8946108818054199,0.8623467646539211,0.23697192910148504
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_004.wav,construction,dragging,False,False,0.42695939540863037,0.19024887681007385,0.6811936608774886
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_005.wav,construction,construction,False,False,0.8405632376670837,0.7820044234395027,0.3123132617018027
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_006.wav,construction,construction,False,False,0.9488743543624878,0.9330097865313292,0.13506509100128408
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_007.wav,construction,construction,False,False,0.9372282028198242,0.921832419000566,0.1594346461898809
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_008.wav,construction,construction,False,False,0.9540264010429382,0.9437327841296792,0.12528104049297661
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_009.wav,construction,construction,False,False,0.890801191329956,0.8588029555976391,0.2479404228521217
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_010.wav,construction,construction,False,False,0.9049279093742371,0.8681454285979271,0.22052031425610968
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_011.wav,construction,construction,False,False,0.9511888027191162,0.9333086926490068,0.1298875582976095
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_012.wav,construction,construction,False,False,0.9552514553070068,0.9434095239266753,0.12283503125680512
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_013.wav,construction,construction,False,False,0.9178655743598938,0.8939086236059666,0.19358578330768295
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_014.wav,construction,construction,False,False,0.9422366619110107,0.9207566492259502,0.14692940769360838
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_015.wav,construction,construction,False,False,0.9428179264068604,0.9262568093836308,0.14891258547535102
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_016.wav,construction,construction,False,False,0.9584299921989441,0.9473416488617659,0.11448975545646572
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_017.wav,construction,construction,False,False,0.9337816834449768,0.9158671125769615,0.16438706346850038
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_018.wav,construction,construction,False,False,0.5276512503623962,0.2357030212879181,0.5665032587690472
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_019.wav,construction,construction,False,False,0.9479467868804932,0.934195976704359,0.13768353455683413
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_test/construction/construction_test_020.wav,construction,construction,False,False,0.9339770674705505,0.9145990572869778,0.16719112518346954
