path,label
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_001.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_002.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_003.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_004.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_005.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_006.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_007.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_008.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_009.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_010.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_011.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_012.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_013.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_014.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_015.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_016.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_017.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_018.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_019.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_020.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_021.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_022.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_023.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_024.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_025.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_026.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_027.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_028.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_029.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_030.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_031.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_032.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_033.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_034.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_035.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_036.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_037.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_038.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_039.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_040.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_041.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_042.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_043.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_044.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_045.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_046.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_047.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_048.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_049.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_050.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_051.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_052.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_053.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_054.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_055.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_056.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_057.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_058.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_059.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_060.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_061.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_062.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_063.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_064.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_065.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_066.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_067.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_068.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_069.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_070.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_071.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_072.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_073.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_074.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_075.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_076.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_077.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_078.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_079.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_080.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_081.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_082.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_083.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_084.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_085.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_086.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_087.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_088.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_089.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_090.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_091.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_092.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_093.wav,construction
/content/drive/MyDrive/AImodels/codes/experiments/Mark5/data_labeled/construction/construction_train_094.wav,construction
